Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
India,IND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,65.644,66.094,66.544,66.97,67.416,67.827,68.231,68.61,68.973,69.312,68.529,65.87,70.237,70.522,..
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.162,67.623,68.076,68.499,68.932,69.326,69.709,70.068,70.415,70.746,70.156,67.282,71.698,72.003,..
India,IND,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,54.7948740551498,..,..,..,..,62.042953140371,..,..,..,65.9332019454579,..,..,..,..,..
India,IND,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,16.5051359514049,14.4898394030493,16.166712404362,16.6386825486965,14.803137644208,15.1256903622794,15.2719500252316,15.6141099220983,15.6631319151388,..,..,..,13.3335178491336,..,..
India,IND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,13.1835965373763,11.4959960090891,12.599872776486,12.6089934124693,11.550620644555,12.4152095425778,12.8510169890546,12.7267619005257,13.1885329486481,..,..,..,9.11011784382656,..,..
India,IND,Population growth (annual %),SP.POP.GROW,1.45460361883041,1.41682761544376,1.37405616603306,1.33270430507476,1.26129027125347,1.19285563384335,1.19162966402099,1.1623961434697,1.09729906702925,1.04001395098104,0.973438646910149,0.822648220128724,0.790200540609834,0.883289539766135,0.890706546985984
Brazil,BRA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,95.69718,98.54993,97.32389,97.4362,96.85231,97.20202,97.55117,..,..,..,..,..,..,..
Brazil,BRA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,95.40211,99.27482,97.84479,97.61097,97.04205,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,95.98259,97.86306,96.82718,97.2684,96.67031,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,4.07410001754761,3.19284009933472,4.67095994949341,4.61363983154297,3.46960997581482,4.04820013046265,2.6301600933075,3.80685997009277,4.4818902015686,4.57199001312256,5.15146017074585,..,..
Brazil,BRA,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,5.33071994781494,1.50551998615265,3.78893995285034,4.24499988555908,3.32914996147156,3.59130001068115,3.15316009521484,2.65546989440918,2.31728005409241,3.73884010314941,2.4329400062561,..,..
Brazil,BRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,115380448270.68,139938624966.176,133163941630.802,135377264140.842,136502179787.782,108035841225.78,109562539081.556,127192184991.617,113133968716.868,108395081599.484,84300734788.896,93093055234.6571,..,..,..
Brazil,BRA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.39,5.49,5.54,5.55178246017415,5.66345554555424,6.10958007539543,6.23363170006062,6.28131125549751,6.07057917403265,5.94603465392286,5.94603465392286,5.94603465392286,..,..,..
Brazil,BRA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,45.02125168,44.49915695,43.36180878,44.51945496,44.05274582,43.25645828,43.05796051,41.73838425,41.09182358,40.74077988,43.35228729,44.69210815,44.89780807,..,..
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.94516611,7.78819132,7.73637724,7.9766016,8.39644146,8.90929985,9.16901684,9.47125053,9.46475029,9.61449146,9.62326527,9.63646507,9.14277458,..,..
Brazil,BRA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.257,77.532,77.816,78.062,78.273,78.472,78.539,78.781,78.977,79.023,77.599,76.401,78.094,78.983,..
Brazil,BRA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.392,70.654,70.945,71.246,71.462,71.818,71.716,72.069,72.365,72.653,71.537,69.81,71.73,72.76,..
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.779,74.047,74.335,74.609,74.823,75.106,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848,..
Brazil,BRA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,73.0184281962182,..,..,..,..,73.369855341327,..,..,..,74.7376983511031,..,..,..,..,..
Brazil,BRA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,28.0594682315254,28.6625216779187,28.1749993080182,28.1504864221259,29.2822360063977,33.9491788064342,33.4051681395528,32.3610510088146,32.2312978931774,31.1361557852699,34.9119748287171,29.498104322117,31.6414358454924,32.4311004876146,..
Brazil,BRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,25.9013840882891,25.9974425480458,26.3713866350014,25.4407118578591,24.0410606335254,25.8123252097956,26.1732253878481,24.3609920845082,25.2724385276075,25.5600401251614,22.1948673410326,24.6358299173079,26.9365134587428,25.3707484857691,26.4469343537929
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.84088322514573,0.81381388423754,0.811598483382088,0.810511647523289,0.806314177734439,0.791721773592796,0.761972670496742,0.72824666001736,0.683439571425594,0.651994346081362,0.579350709708032,0.425360907216456,0.360180890872169,0.395928695574996,0.405467027627251
South Africa,ZAF,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,95.64551,..,92.44938,..,..,..,..,..,..,..
South Africa,ZAF,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,94.66547,..,..,..,..,..,..,..
South Africa,ZAF,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,90.27715,..,..,..,..,..,..,..
South Africa,ZAF,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,14.1400842810991,13.1136849277534,8.57497522894915,10.3443510083314,10.4699916106592,2.25205182824524,10.4435101417951,..
South Africa,ZAF,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,18.8187999782408,9.49733415304468,6.88684587283036,7.99993247577568,11.7543034557648,4.35588438684919,8.81894363066538,..
South Africa,ZAF,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,22712473663.2316,26356669229.4928,26469795879.8219,23207445395.9916,22193190512.7974,19070818790.0172,16675814454.5953,20297075272.1307,21682260041.1183,22029818579.1435,20076912187.5333,26699435798.0321,..,..,..
South Africa,ZAF,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.55000000000003,5.89,6.25,5.93245376083815,5.97,5.62948582790535,5.28897165581061,5.47278347219188,5.51892776178023,5.81494741120427,6.04748861011632,6.49636971995593,..,..,..
South Africa,ZAF,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,51.32851791,51.8671875,51.72668076,51.15374756,55.56298065,57.07562637,56.59904099,57.23299789,57.04348755,58.20709991,64.78907776,63.46336746,61.6247406,..,..
South Africa,ZAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.79358244,7.94434404,8.00428867,8.10322285,7.87136555,8.05304241,8.07959366,7.97711229,8.08196545,8.24652576,9.01329231,8.67432785,8.77086639,..,..
South Africa,ZAF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,61.237,63.139,64.427,65.244,66.184,67.027,67.916,68.58,68.906,69.216,67.948,64.772,69.037,69.599,..
South Africa,ZAF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,56.197,57.735,58.714,59.233,59.91,60.802,61.332,61.98,62.296,62.696,62.174,59.193,61.813,62.609,..
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.886,60.602,61.737,62.388,63.184,64.053,64.749,65.422,65.726,66.071,65.15,62.01,65.454,66.139,..
South Africa,ZAF,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,40.8141965079597,..,..,..,..,50.3104679515096,..,..,..,51.3300565987341,..,..,..,..,..
South Africa,ZAF,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,29.5775128260769,31.0619734464171,30.3651797341743,31.259190573785,31.9053501556958,33.6797787454907,32.1896608002111,33.2518124768773,33.9954978254972,34.6532754617872,37.8354162011745,34.6050550967435,33.4243056296085,..,..
South Africa,ZAF,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,25.5192267151226,25.9740547542824,26.5227856820703,27.4101862242751,28.8726130596854,29.6472581975266,29.0406590055608,28.9131558117857,28.3643368280035,28.8976157575136,27.8138753856562,30.029204092663,29.6635124487378,29.8093094896124,..
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1.1829095702162,1.23631458705301,1.47479434391075,1.65265199501405,1.66144540694123,2.00988840160514,0.940521897823675,0.653837462693277,1.68236992028419,1.64957495527878,1.62216431400652,1.54055743832642,1.41397227960081,1.32810094082844,1.24951426055192
China,CHN,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,108493546394.082,133912110592.406,152372181924.015,169917164535.727,187752787044.079,197057002183.224,200078614800.498,220067586336.324,247624815977.905,254894715503.291,260804229509.622,314544773143.122,..,..,..
China,CHN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,..,..,..
China,CHN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,51.90623093,53.72208786,55.7352562,57.05029297,58.4154892,60.1810112,58.1014328,56.67334747,56.41641998,55.97903824,54.72392273,54.06824493,54.87413788,..,..
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.23068333,4.34274387,4.56584787,4.71490669,4.77790594,4.93827963,4.97955608,5.06592178,5.16790485,5.3502779,5.59359741,5.38360548,5.36948681,..,..
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.329,78.65,78.981,79.223,79.51,79.785,80.052,80.27,80.573,80.747,80.999,80.912,81.133,80.926,..
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.191,73.334,73.624,73.881,74.119,74.365,74.575,74.448,75.034,75.303,75.245,75.486,75.467,75.201,..
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.668,75.889,76.2,76.452,76.714,76.975,77.214,77.235,77.709,77.94,78.019,78.117,78.202,77.953,..
China,CHN,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,86.4467666901341,..,..,..,..,88.3413091635005,..,..,..,89.6330763010546,..,..,..,..,..
China,CHN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,11.0399710819211,11.0626224007863,10.9572673113543,10.762086414812,15.5234236208355,15.7312275742105,15.3260734925308,15.5955119226503,16.240355440609,15.7907279889576,13.7961540297522,14.6241117527941,14.6559605630141,15.0661250338704,..
China,CHN,Population growth (annual %),SP.POP.GROW,0.482959688678361,0.546457594880274,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.238040870229883,0.0892522000412526,-0.0130995013525784,-0.103794531589067,-0.123063407363995
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,
Last Updated: 12/19/2025,,,,,,,,,,,,,,,,,,
